,yardline_100,down,goal_to_go,yards_gained,play_type,success,epa,n_defense_box,n_blitzers
69448,1.0,1.0,1,0.0,run,0.0,-0.22133999,7,0
69449,1.0,2.0,1,1.0,run,1.0,0.6815786,6,0
69452,61.0,1.0,0,5.0,run,1.0,0.13529775,6,0
69455,85.0,1.0,0,1.0,run,0.0,-0.53143454,6,0
69456,84.0,2.0,0,9.0,run,1.0,1.2160095,7,0
69458,55.0,1.0,0,-5.0,run,0.0,-1.2074893,6,0
69464,60.0,1.0,0,0.0,run,0.0,-0.52656305,6,0
69467,87.0,1.0,0,3.0,run,0.0,-0.2030579,6,0
69472,79.0,3.0,0,17.0,run,1.0,0.48352036,4,0
69473,94.0,1.0,0,5.0,run,0.0,-0.16400567,6,0
69475,90.0,3.0,0,11.0,run,1.0,1.6943928,6,0
69477,82.0,2.0,0,6.0,run,0.0,-0.011245022,6,0
69479,57.0,1.0,0,9.0,run,1.0,0.727805,6,0
69480,48.0,2.0,0,2.0,run,1.0,0.03222107,6,0
69481,46.0,1.0,0,3.0,run,0.0,-0.82386637,6,0
69482,53.0,1.0,0,8.0,run,1.0,0.101161435,6,0
69484,31.0,1.0,0,4.0,run,0.0,-0.12641291,7,0
69485,27.0,2.0,0,0.0,run,0.0,-1.439582,6,0
69486,36.0,3.0,0,14.0,run,1.0,1.1883912,5,0
69487,22.0,4.0,0,3.0,run,1.0,1.1834124,6,0
69491,5.0,3.0,0,0.0,run,0.0,-1.7977821,6,0
69492,75.0,1.0,0,-2.0,run,0.0,-1.237668,6,0
69495,62.0,1.0,0,2.0,run,0.0,-0.4944923,7,0
69497,60.0,1.0,0,8.0,run,1.0,0.9713468,7,0
69500,51.0,2.0,0,6.0,run,0.0,-0.13505973,6,0
69503,20.0,2.0,0,7.0,run,1.0,0.33112797,7,0
69504,13.0,1.0,0,5.0,run,1.0,0.13550355,6,0
69505,8.0,2.0,0,-1.0,run,0.0,-1.1200876,7,0
69507,75.0,1.0,0,-7.0,run,0.0,-1.5971719,6,0
69512,30.0,2.0,0,0.0,run,0.0,-0.7220584,6,0
69515,76.0,1.0,0,2.0,run,0.0,-0.2624653,6,0
69518,50.0,2.0,0,0.0,run,0.0,-0.8634836,6,0
69520,97.0,1.0,0,11.0,run,1.0,0.49426454,7,0
69521,86.0,1.0,0,5.0,run,1.0,0.05241804,7,0
69522,81.0,2.0,0,2.0,run,0.0,-0.38809216,6,0
69524,46.0,1.0,0,3.0,run,0.0,-0.3666245,6,0
69527,21.0,2.0,0,6.0,run,1.0,0.5126699,6,0
69528,15.0,1.0,0,1.0,run,0.0,-0.46889475,6,0
69530,33.0,3.0,0,6.0,run,0.0,-0.20631236,6,0
69533,60.0,1.0,0,3.0,run,0.0,-0.19868553,7,0
69537,18.0,1.0,0,0.0,run,0.0,-0.4714026,7,0
69539,3.0,1.0,1,1.0,run,0.0,-0.21135142,6,0
69540,2.0,2.0,1,-1.0,run,0.0,-1.1377385,7,0
69542,75.0,1.0,0,2.0,run,0.0,-0.39576417,6,0
69545,61.0,1.0,0,0.0,run,0.0,-0.47146925,6,0
69548,79.0,1.0,0,19.0,run,1.0,1.1184044,6,0
69554,78.0,3.0,0,8.0,run,0.0,-0.15230939,5,0
69559,77.0,2.0,0,2.0,run,0.0,-0.16767527,6,0
69561,52.0,1.0,0,-3.0,run,0.0,-0.89894676,6,0
69567,63.0,1.0,0,9.0,run,1.0,0.4766664,6,0
69568,54.0,2.0,0,1.0,run,1.0,0.10675657,6,0
69570,53.0,2.0,0,2.0,run,0.0,-0.36481768,6,0
69573,39.0,1.0,0,5.0,run,1.0,0.21597953,6,0
69574,34.0,2.0,0,9.0,run,0.0,-0.28751478,7,0
69575,35.0,2.0,0,-1.0,run,0.0,-0.6394059,6,0
69576,87.0,1.0,0,-1.0,run,0.0,-0.91180795,6,0
69581,25.0,1.0,0,5.0,run,1.0,0.08154338,6,0
69594,26.0,3.0,0,3.0,run,0.0,-0.56593704,7,0
69601,71.0,2.0,0,5.0,run,1.0,0.34771788,7,0
69603,73.0,1.0,0,1.0,run,0.0,-0.5793499,6,0
69612,24.0,1.0,0,1.0,run,0.0,-0.39995062,6,0
69614,17.0,3.0,0,1.0,run,0.0,-1.2392809,6,0
69617,8.0,1.0,1,5.0,run,1.0,0.31766135,9,0
69618,3.0,2.0,1,0.0,run,0.0,-0.94467413,9,0
69621,75.0,1.0,0,4.0,run,0.0,-0.04927378,6,0
69625,42.0,2.0,0,1.0,run,0.0,-0.5089347,6,0
69627,21.0,1.0,0,2.0,run,0.0,-0.4430674,6,0
69629,12.0,3.0,0,2.0,run,0.0,-0.038438976,8,0
69632,75.0,1.0,0,3.0,run,0.0,-0.44208673,6,0
69634,51.0,1.0,0,3.0,run,0.0,-0.3065861,7,0
69639,32.0,1.0,0,1.0,run,0.0,-0.4124089,7,0
69647,65.0,1.0,0,5.0,run,1.0,0.07914344,7,0
69649,51.0,1.0,0,-2.0,run,0.0,-0.85315466,7,0
69653,57.0,1.0,0,20.0,run,1.0,1.369059,6,0
69654,37.0,1.0,0,-3.0,run,0.0,-1.1421825,6,0
69657,75.0,1.0,0,4.0,run,0.0,-0.060898878,7,0
69666,85.0,1.0,0,3.0,run,0.0,-0.27600476,7,0
69669,69.0,2.0,0,4.0,run,0.0,-0.12524925,7,0
69672,74.0,2.0,0,0.0,run,0.0,-0.76828605,7,0
69676,18.0,1.0,0,18.0,run,1.0,2.2889047,7,0
69677,75.0,1.0,0,0.0,run,0.0,-0.39545456,6,0
69680,62.0,1.0,0,1.0,run,0.0,-0.5132533,6,0
69682,50.0,1.0,0,4.0,run,0.0,-0.1986294,6,0
69683,46.0,2.0,0,-2.0,run,0.0,-0.8359652,7,0
69685,99.0,1.0,0,2.0,run,0.0,-0.22670065,7,0
69686,97.0,2.0,0,4.0,run,1.0,0.117131725,7,0
69689,6.0,1.0,1,2.0,run,0.0,-0.021186715,6,0
69690,91.0,1.0,0,4.0,run,1.0,0.00045448157,7,0
69691,71.0,1.0,0,6.0,run,1.0,0.11564736,7,0
69694,68.0,1.0,0,8.0,run,1.0,0.43290707,7,0
69696,60.0,3.0,0,6.0,run,1.0,1.0805075,6,0
69699,47.0,3.0,0,5.0,run,1.0,1.1353812,6,0
69700,42.0,1.0,0,-1.0,run,0.0,-1.0029415,6,0
69706,1.0,1.0,1,1.0,run,1.0,0.4282491,9,0
69709,52.0,1.0,0,0.0,run,0.0,-0.54283327,7,0
69711,42.0,1.0,0,2.0,run,0.0,-0.436662,7,0
69715,75.0,1.0,0,4.0,run,0.0,-5.3534403,6,0
69717,27.0,2.0,0,5.0,run,1.0,0.38341644,6,0
69723,58.0,2.0,0,1.0,run,0.0,-0.72354054,7,0
69725,82.0,1.0,0,0.0,run,0.0,-0.60867673,7,0
69728,74.0,1.0,0,1.0,run,0.0,-0.33870414,7,0
69730,67.0,1.0,0,3.0,run,0.0,-0.2561585,6,0
69734,70.0,2.0,0,6.0,run,0.0,-0.12306068,6,0
69736,14.0,1.0,0,3.0,run,0.0,-0.2950697,6,0
69742,65.0,1.0,0,3.0,run,0.0,-0.29631913,6,0
69746,24.0,2.0,0,-2.0,run,0.0,-0.96373224,6,0
69747,26.0,3.0,0,26.0,run,1.0,3.5778651,7,0
69749,60.0,1.0,0,1.0,run,0.0,-0.5090624,7,0
69750,59.0,2.0,0,8.0,run,1.0,0.7771455,7,0
69751,51.0,3.0,0,0.0,run,0.0,-1.6084677,7,0
69752,51.0,4.0,0,0.0,run,0.0,-3.1083562,7,0
69756,34.0,2.0,0,9.0,run,1.0,0.52319354,6,0
69757,25.0,3.0,0,5.0,run,1.0,0.27106726,7,0
69759,75.0,1.0,0,3.0,run,0.0,-0.5635962,6,0
69760,75.0,1.0,0,4.0,run,0.0,-0.10853763,7,0
69762,53.0,1.0,0,15.0,run,1.0,0.8196729,7,0
69765,38.0,3.0,0,5.0,run,1.0,2.7215152,6,0
69770,75.0,1.0,0,4.0,run,0.0,-0.14707391,6,0
69771,71.0,2.0,0,2.0,run,0.0,-0.5596645,6,0
69774,86.0,2.0,0,2.0,run,0.0,-0.41507608,6,0
69776,78.0,1.0,0,5.0,run,1.0,0.137384,7,0
69780,68.0,2.0,0,2.0,run,0.0,-0.7726072,6,0
69782,80.0,1.0,0,5.0,run,1.0,0.053504027,7,0
69784,71.0,3.0,0,2.0,run,1.0,0.41176948,7,0
69790,75.0,1.0,0,-3.0,run,0.0,-1.3735765,7,0
69792,75.0,1.0,0,1.0,run,0.0,-0.3655672,6,0
69793,74.0,2.0,0,5.0,run,0.0,-0.036887072,6,0
69795,64.0,1.0,0,1.0,run,0.0,-0.52666485,6,0
69796,63.0,2.0,0,4.0,run,0.0,-0.2801969,6,0
69797,59.0,3.0,0,9.0,run,1.0,1.6920141,5,0
69800,38.0,1.0,0,0.0,run,0.0,-0.5266494,6,0
69805,70.0,3.0,0,2.0,run,0.0,-1.1663512,7,0
69807,55.0,2.0,0,5.0,run,0.0,-0.20331629,6,0
69809,43.0,1.0,0,6.0,run,1.0,0.22714062,6,0
69810,37.0,2.0,0,11.0,run,1.0,0.69637847,6,0
69812,19.0,2.0,0,6.0,run,1.0,0.470851,5,0
69813,13.0,1.0,0,7.0,run,1.0,0.40220618,6,0
69814,6.0,2.0,0,0.0,run,0.0,-0.9908941,6,0
69816,75.0,1.0,0,7.0,run,1.0,0.20324974,7,0
69817,68.0,2.0,0,1.0,run,0.0,-0.7382667,8,0
69818,67.0,3.0,0,1.0,run,0.0,-0.9140341,7,0
69819,78.0,1.0,0,4.0,run,0.0,-0.41942516,7,0
69822,62.0,1.0,0,-1.0,run,0.0,-0.74492496,7,0
69824,53.0,3.0,0,3.0,run,1.0,0.49092248,6,0
69827,21.0,1.0,0,4.0,run,0.0,-0.11786149,6,0
69830,75.0,1.0,0,9.0,run,1.0,0.76194227,6,0
69831,66.0,2.0,0,0.0,run,0.0,-0.5263806,7,0
69832,66.0,3.0,0,2.0,run,1.0,0.47897246,8,0
69834,47.0,1.0,0,7.0,run,1.0,0.26999196,8,0
69835,40.0,2.0,0,4.0,run,1.0,0.3417263,7,0
69837,27.0,2.0,0,1.0,run,0.0,-0.018404812,7,0
69838,26.0,1.0,0,8.0,run,1.0,0.52404547,6,0
69839,18.0,2.0,0,1.0,run,0.0,-0.34974977,7,0
69841,1.0,1.0,1,1.0,run,1.0,0.5682396,10,0
69843,75.0,2.0,0,8.0,run,1.0,0.32883734,6,0
69845,81.0,1.0,0,3.0,run,0.0,-0.45624384,7,0
69849,52.0,2.0,0,1.0,run,0.0,-0.21981561,8,0
69854,84.0,1.0,0,1.0,run,0.0,-0.5259633,6,0
69860,38.0,1.0,0,8.0,run,1.0,0.47313264,7,0
69863,27.0,2.0,0,2.0,run,0.0,-0.556759,7,0
69865,15.0,1.0,0,-1.0,run,0.0,-0.918609,7,0
69866,16.0,2.0,0,2.0,run,0.0,-0.35355505,6,0
69868,83.0,1.0,0,3.0,run,0.0,-0.13554694,6,0
69869,80.0,2.0,0,4.0,run,1.0,0.06478012,6,0
69873,80.0,3.0,0,10.0,run,0.0,-0.24556659,5,0
69881,70.0,3.0,0,6.0,run,0.0,-0.033200223,3,0
69882,92.0,1.0,0,24.0,run,1.0,1.7748857,8,0
69883,68.0,1.0,0,3.0,run,0.0,-0.4206312,7,0
69885,53.0,1.0,0,4.0,run,0.0,-0.16818985,7,0
69888,39.0,2.0,0,2.0,run,0.0,-0.74658215,6,0
69890,75.0,1.0,0,7.0,run,1.0,0.3834699,6,0
69891,68.0,2.0,0,5.0,run,1.0,0.39225698,7,0
69894,57.0,1.0,0,4.0,run,0.0,-0.020799749,8,0
69898,27.0,1.0,0,9.0,run,1.0,0.7759313,7,0
69901,75.0,1.0,0,6.0,run,1.0,0.2022369,6,0
69909,75.0,1.0,0,2.0,run,0.0,-0.49973443,8,0
69913,56.0,2.0,0,10.0,run,1.0,0.6293947,7,0
69919,9.0,1.0,1,6.0,run,1.0,0.5253584,6,0
69920,3.0,2.0,1,2.0,run,1.0,0.042378273,8,0
69921,1.0,3.0,1,0.0,run,0.0,-1.1963516,9,0
69922,1.0,4.0,1,1.0,run,1.0,2.4857035,9,0
69924,56.0,1.0,0,0.0,run,0.0,-0.448801,8,0
69926,51.0,2.0,0,7.0,run,1.0,0.6399972,5,0
69928,35.0,2.0,0,4.0,run,1.0,0.012505288,6,0
69929,31.0,1.0,0,30.0,run,1.0,2.6942897,7,0
69934,49.0,1.0,0,3.0,run,0.0,-0.17929451,6,0
69943,78.0,3.0,0,5.0,run,0.0,-0.121345006,3,0
69948,51.0,1.0,0,1.0,run,0.0,-0.44841594,8,0
69950,42.0,3.0,0,0.0,run,0.0,-1.35418,8,0
69951,42.0,4.0,0,0.0,run,0.0,-3.2877724,8,0
69952,58.0,1.0,0,1.0,run,0.0,-0.5481235,7,0
69955,13.0,1.0,0,4.0,run,0.0,-0.19783704,8,0
69957,75.0,2.0,0,1.0,run,0.0,-0.6394945,7,0
69959,60.0,1.0,0,0.0,run,0.0,-0.5513448,7,0
69962,42.0,2.0,0,2.0,run,0.0,-0.6050206,6,0
69963,40.0,3.0,0,2.0,run,0.0,-1.017156,6,1
69970,68.0,1.0,0,1.0,run,0.0,-0.5997038,6,0
69973,57.0,1.0,0,11.0,run,1.0,0.6123699,6,0
69974,46.0,1.0,0,1.0,run,0.0,-0.5192147,7,0
69976,30.0,1.0,0,0.0,run,0.0,-0.39841682,7,0
69978,13.0,1.0,0,3.0,run,0.0,-0.333208,7,0
69979,10.0,2.0,0,3.0,run,0.0,-0.38768065,6,0
69981,75.0,1.0,0,-2.0,run,0.0,-1.2161111,7,0
69985,59.0,2.0,0,8.0,run,1.0,0.1837343,6,0
69986,51.0,1.0,0,3.0,run,0.0,-0.31370494,7,0
69990,90.0,2.0,0,14.0,run,1.0,1.5078299,6,0
69994,49.0,1.0,0,14.0,run,1.0,0.79573625,6,0
69998,86.0,1.0,0,3.0,run,0.0,-0.41541848,6,0
70000,77.0,3.0,0,4.0,run,1.0,0.5741958,7,0
70007,52.0,1.0,0,3.0,run,0.0,-0.29904726,6,0
70008,49.0,2.0,0,2.0,run,0.0,-0.37184486,6,0
70010,44.0,4.0,0,4.0,run,1.0,1.5998944,7,0
70011,40.0,1.0,0,6.0,run,1.0,0.039908107,6,0
70018,59.0,3.0,0,2.0,run,1.0,0.5161977,7,0
70020,49.0,2.0,0,0.0,run,0.0,-0.7878117,7,0
70022,49.0,1.0,0,5.0,run,0.0,-0.07504381,6,0
70023,44.0,2.0,0,2.0,run,0.0,-0.54165316,6,0
70028,85.0,1.0,0,3.0,run,0.0,-0.4171029,6,0
70029,82.0,2.0,0,0.0,run,0.0,-0.7610308,5,0
70032,39.0,1.0,0,0.0,run,0.0,-0.5866971,6,0
70036,75.0,2.0,0,3.0,run,0.0,-0.57732314,6,0
70038,65.0,1.0,0,15.0,run,1.0,0.97056264,6,0
70039,50.0,1.0,0,0.0,run,0.0,-0.54824054,7,0
70043,38.0,2.0,0,-1.0,run,0.0,-1.1459703,5,0
70045,23.0,1.0,0,8.0,run,1.0,0.5074885,6,0
70046,15.0,2.0,0,7.0,run,1.0,0.3172593,7,0
70047,8.0,1.0,1,1.0,run,0.0,-0.43266404,7,0
70052,62.0,1.0,0,5.0,run,1.0,0.11821077,6,0
70054,57.0,3.0,0,3.0,run,0.0,-1.1278619,4,0
70060,55.0,1.0,0,8.0,run,1.0,0.5751398,6,0
70061,47.0,2.0,0,4.0,run,1.0,0.1013783,7,0
70062,43.0,1.0,0,2.0,run,0.0,-0.2858899,7,0
70064,41.0,3.0,0,1.0,run,0.0,-1.5133275,7,0
70078,54.0,1.0,0,1.0,run,0.0,-0.47772747,7,0
70082,88.0,1.0,0,5.0,run,0.0,-0.019305011,6,0
70083,83.0,2.0,0,-1.0,run,0.0,-0.9134629,7,0
70086,1.0,1.0,1,0.0,run,0.0,-0.2200466,7,0
70087,1.0,2.0,1,-1.0,run,0.0,-1.0522941,7,0
70088,2.0,3.0,1,2.0,run,1.0,1.7533169,7,0
70090,75.0,2.0,0,4.0,run,0.0,-0.23411503,6,0
70095,58.0,4.0,0,-1.0,run,0.0,-2.9060652,8,0
70097,36.0,2.0,0,2.0,run,0.0,-0.4806785,6,0
70099,29.0,1.0,0,3.0,run,0.0,-0.1703168,6,0
70101,19.0,1.0,0,5.0,run,1.0,0.13518703,6,0
70105,75.0,1.0,0,1.0,run,0.0,-0.5015074,7,0
70107,89.0,3.0,0,3.0,run,0.0,-0.47911853,5,0
70108,49.0,1.0,0,2.0,run,0.0,-0.40550983,7,0
70111,91.0,1.0,0,3.0,run,0.0,-0.31870106,7,0
70121,80.0,1.0,0,3.0,run,0.0,-0.3351805,7,0
70124,51.0,1.0,0,4.0,run,0.0,-0.032904405,6,0
70128,35.0,2.0,0,3.0,run,0.0,-0.06220056,6,0
70130,13.0,1.0,0,12.0,run,1.0,1.3848711,6,0
70131,1.0,1.0,1,1.0,run,1.0,0.9155478,7,0
70137,75.0,1.0,0,1.0,run,0.0,-0.54255897,7,0
70141,50.0,1.0,0,-3.0,run,0.0,-0.9582943,6,0
70145,20.0,1.0,0,4.0,run,1.0,0.39922836,6,0
70146,6.0,1.0,0,4.0,run,1.0,0.34694362,6,0
70147,2.0,2.0,0,-7.0,run,0.0,-2.1840997,6,0
70150,69.0,2.0,0,1.0,run,0.0,-0.6116724,7,0
70153,44.0,1.0,0,1.0,run,0.0,-0.5736336,6,0
70157,59.0,1.0,0,4.0,run,0.0,-0.10576534,6,0
70158,55.0,2.0,0,2.0,run,0.0,-0.4580148,6,0
70160,44.0,1.0,0,-2.0,run,0.0,-0.9371949,6,0
70163,36.0,4.0,0,4.0,run,1.0,2.3882177,6,0
70164,32.0,1.0,0,18.0,run,1.0,1.1513145,7,0
70167,25.0,2.0,0,10.0,run,1.0,0.17350121,6,0
70177,47.0,1.0,0,3.0,run,0.0,-0.21619262,6,0
70180,61.0,2.0,0,5.0,run,0.0,-0.42259577,6,0
70182,87.0,1.0,0,6.0,run,1.0,0.2645852,5,0
70192,66.0,1.0,0,0.0,run,0.0,-1.5237513,7,0
70193,54.0,1.0,0,0.0,run,0.0,-1.0446839,6,0
70194,75.0,1.0,0,13.0,run,1.0,0.8205831,8,0
70195,62.0,1.0,0,4.0,run,0.0,-0.05022772,7,0
70196,58.0,2.0,0,-3.0,run,0.0,-1.1820064,7,0
70201,28.0,1.0,0,5.0,run,1.0,0.18091817,7,0
70202,23.0,2.0,0,8.0,run,1.0,0.71709466,7,0
70203,15.0,1.0,0,1.0,run,0.0,-0.45955813,7,0
70205,8.0,3.0,0,4.0,run,1.0,1.4525069,10,0
70206,4.0,1.0,1,1.0,run,0.0,-0.24856873,10,0
70207,3.0,2.0,1,0.0,run,0.0,-1.0067172,10,0
70209,77.0,2.0,0,3.0,run,0.0,-0.12970312,8,0
70211,88.0,1.0,0,5.0,run,1.0,0.010828774,5,0
70213,73.0,1.0,0,-6.0,run,0.0,-1.5151938,8,0
70217,56.0,2.0,0,4.0,run,1.0,0.0744072,7,0
70221,62.0,3.0,0,2.0,run,1.0,0.47919604,10,0
70222,60.0,1.0,0,4.0,run,0.0,-0.01374069,7,0
70223,56.0,2.0,0,7.0,run,1.0,0.83708686,8,0
70224,49.0,1.0,0,4.0,run,0.0,-0.110617414,7,0
70226,35.0,1.0,0,11.0,run,1.0,0.8427775,7,0
70227,24.0,1.0,0,2.0,run,0.0,-0.35652354,7,0
70228,22.0,2.0,0,2.0,run,0.0,-0.4307664,6,0
70229,20.0,3.0,0,2.0,run,0.0,-0.82592916,7,0
70231,12.0,1.0,0,0.0,run,0.0,-0.43649825,7,0
70232,12.0,2.0,0,9.0,run,1.0,0.9265729,7,0
70233,8.0,3.0,0,0.0,run,0.0,-1.0162017,8,0
70236,52.0,2.0,0,6.0,run,1.0,0.5187792,7,0
70237,46.0,3.0,0,1.0,run,1.0,0.2777971,7,0
70239,40.0,2.0,0,13.0,run,1.0,0.9596527,8,0
70240,27.0,1.0,0,0.0,run,0.0,-0.4585844,8,0
70243,14.0,1.0,0,3.0,run,0.0,-0.6232411,6,0
70252,85.0,3.0,0,2.0,run,0.0,-0.1365188,6,0
70254,68.0,2.0,0,6.0,run,1.0,0.006928708,4,0
70257,67.0,2.0,0,2.0,run,0.0,-0.0073786573,8,0
70258,65.0,1.0,0,7.0,run,1.0,0.41852188,7,0
70260,43.0,1.0,0,6.0,run,1.0,0.28367501,7,0
70261,37.0,2.0,0,5.0,run,1.0,0.46167323,9,0
70266,66.0,3.0,0,3.0,run,1.0,0.8136757,11,0
70267,58.0,1.0,0,13.0,run,1.0,0.9533069,6,0
70268,45.0,1.0,0,6.0,run,1.0,0.2277449,6,0
70274,9.0,1.0,1,8.0,run,1.0,0.98908144,8,0
70275,1.0,2.0,1,1.0,run,1.0,0.88555455,11,0
70277,75.0,2.0,0,1.0,run,0.0,-0.76189435,7,0
70279,79.0,1.0,0,2.0,run,0.0,-0.46374214,1,0
70280,82.0,2.0,0,5.0,run,0.0,-0.11259022,4,0
70282,70.0,1.0,0,7.0,run,1.0,0.2794503,8,0
70283,63.0,2.0,0,13.0,run,1.0,0.86167157,10,0
70284,50.0,1.0,0,9.0,run,1.0,0.64846534,7,0
70285,41.0,2.0,0,3.0,run,1.0,0.03947369,8,0
70288,30.0,3.0,0,-1.0,run,0.0,-1.8019059,8,0
70290,26.0,1.0,0,-4.0,run,0.0,-1.1215416,6,0
70294,60.0,1.0,0,5.0,run,1.0,0.045109652,8,0
70297,80.0,1.0,0,4.0,run,0.0,-0.15148881,8,0
70298,76.0,2.0,0,1.0,run,0.0,-0.6359305,8,0
70300,75.0,1.0,0,3.0,run,0.0,-0.45874402,7,0
70301,72.0,2.0,0,6.0,run,1.0,0.6300523,5,0
70302,66.0,3.0,0,2.0,run,1.0,0.34197286,11,0
70303,64.0,1.0,0,11.0,run,1.0,0.24478586,6,0
70304,53.0,1.0,0,3.0,run,0.0,-0.2789426,7,0
70305,50.0,2.0,0,0.0,run,0.0,-0.51821643,7,0
70318,75.0,2.0,0,20.0,run,1.0,0.31413892,4,0
70320,62.0,1.0,0,0.0,run,0.0,-0.48294482,6,0
70327,47.0,2.0,0,3.0,run,0.0,-0.105284184,7,0
70328,44.0,3.0,0,2.0,run,1.0,0.48855203,7,0
70333,46.0,2.0,0,-1.0,run,0.0,-1.0149559,7,0
70335,42.0,1.0,0,4.0,run,0.0,-0.14033756,7,0
70338,23.0,1.0,0,1.0,run,0.0,-0.4523869,7,0
70340,7.0,1.0,1,6.0,run,1.0,0.6768245,7,0
70341,1.0,2.0,1,0.0,run,0.0,-0.40685847,8,0
70342,1.0,3.0,1,0.0,run,0.0,-1.147593,9,0
70343,1.0,4.0,1,1.0,run,1.0,2.3146844,10,0
70344,75.0,1.0,0,3.0,run,0.0,-0.4538189,6,0
70347,1.0,1.0,1,-3.0,run,0.0,-0.95544446,8,0
70351,54.0,1.0,0,5.0,run,0.0,-0.08246232,7,0
70356,64.0,1.0,0,15.0,run,1.0,0.8673885,6,0
70358,44.0,1.0,0,4.0,run,0.0,-0.6782158,6,0
70360,71.0,1.0,0,2.0,run,0.0,-0.54361105,6,0
70365,36.0,2.0,0,3.0,run,0.0,-0.13975759,6,0
70366,33.0,3.0,0,1.0,run,0.0,-0.8874801,6,0
70367,32.0,4.0,0,10.0,run,1.0,2.1433828,9,0
70368,22.0,1.0,0,9.0,run,1.0,0.8177429,7,0
70369,13.0,2.0,0,4.0,run,0.0,-0.19069661,7,0
70370,9.0,1.0,1,1.0,run,0.0,-0.42961738,7,0
70374,98.0,1.0,0,2.0,run,0.0,-0.19566388,7,0
70375,96.0,2.0,0,4.0,run,0.0,-0.24978206,7,0
70377,74.0,1.0,0,2.0,run,0.0,-0.1446367,6,0
70387,75.0,1.0,0,5.0,run,1.0,0.015251217,6,0
70390,90.0,1.0,0,2.0,run,0.0,-5.176275,7,0
70393,70.0,2.0,0,0.0,run,0.0,-0.8536923,6,0
70395,51.0,1.0,0,31.0,run,1.0,1.9735782,7,0
70400,85.0,1.0,0,9.0,run,1.0,0.105546445,6,0
70402,86.0,2.0,0,2.0,run,0.0,-0.4738975,6,0
70404,59.0,1.0,0,7.0,run,1.0,0.47253802,7,0
70406,35.0,1.0,0,4.0,run,1.0,0.0059472285,7,0
70407,31.0,2.0,0,2.0,run,0.0,-0.31641898,6,0
70410,83.0,1.0,0,4.0,run,0.0,-0.26857558,7,0
70411,79.0,2.0,0,5.0,run,1.0,0.53580076,7,0
70412,74.0,3.0,0,9.0,run,1.0,0.8278773,8,0
70413,65.0,1.0,0,7.0,run,1.0,0.30581737,7,0
70414,58.0,2.0,0,1.0,run,0.0,-0.48421496,7,0
70415,57.0,3.0,0,19.0,run,1.0,1.7917587,6,0
70416,38.0,1.0,0,1.0,run,0.0,-0.49835813,8,0
70417,37.0,2.0,0,10.0,run,1.0,1.2544003,6,0
70418,27.0,1.0,0,-1.0,run,0.0,-0.82704127,7,0
70419,28.0,2.0,0,6.0,run,1.0,0.28024098,6,0
70420,22.0,3.0,0,5.0,run,1.0,1.1441703,7,0
70421,17.0,1.0,0,2.0,run,0.0,-0.41884843,8,0
70422,15.0,2.0,0,2.0,run,0.0,-0.53013504,8,0
70424,75.0,1.0,0,0.0,run,0.0,-0.5499335,6,0
70431,45.0,1.0,0,3.0,run,0.0,-0.24130213,7,0
70432,42.0,2.0,0,8.0,run,1.0,0.835885,9,0
70433,34.0,1.0,0,3.0,run,0.0,-0.32627407,8,0
70434,31.0,2.0,0,5.0,run,1.0,0.1579354,8,0
70435,26.0,3.0,0,1.0,run,0.0,-1.3752209,9,0
70440,26.0,2.0,0,1.0,run,0.0,-1.028954,9,0
70441,25.0,3.0,0,1.0,run,1.0,0.38620165,8,0
70442,75.0,1.0,0,11.0,run,0.0,-0.02590538,5,0
70443,64.0,1.0,0,2.0,run,0.0,-0.37202924,4,0
70445,70.0,1.0,0,0.0,run,0.0,-0.61097753,7,0
70448,21.0,1.0,0,4.0,run,0.0,-0.14924034,6,0
70449,17.0,2.0,0,12.0,run,1.0,1.1444132,6,0
70450,5.0,1.0,1,3.0,run,1.0,0.10459633,7,0
70451,2.0,2.0,1,2.0,run,1.0,0.8823633,6,0
70453,68.0,2.0,0,2.0,run,0.0,-0.15536247,6,0
70454,66.0,3.0,0,13.0,run,1.0,1.1976343,7,0
70457,42.0,1.0,0,4.0,run,0.0,-0.19161452,6,0
70458,38.0,2.0,0,26.0,run,1.0,2.083517,6,0
70462,49.0,1.0,0,4.0,run,0.0,-0.19578916,7,0
70463,45.0,2.0,0,3.0,run,0.0,-0.34890693,7,0
70466,75.0,1.0,0,2.0,run,0.0,-0.4934702,6,0
70467,73.0,2.0,0,6.0,run,1.0,0.27277026,6,0
70468,67.0,3.0,0,8.0,run,1.0,1.1584826,6,0
70469,59.0,1.0,0,19.0,run,1.0,1.1259415,6,0
70471,52.0,2.0,0,0.0,run,0.0,-0.99819034,7,0
70474,75.0,2.0,0,-2.0,run,0.0,-1.296372,5,0
70476,69.0,1.0,0,15.0,run,1.0,0.9760704,7,0
70477,54.0,1.0,0,5.0,run,0.0,-0.08316372,6,0
70479,45.0,3.0,0,0.0,run,0.0,-1.5287247,6,0
70480,45.0,4.0,0,2.0,run,1.0,1.8598282,7,0
70481,43.0,1.0,0,9.0,run,1.0,0.7369206,6,0
70482,34.0,2.0,0,3.0,run,0.0,-0.016036702,7,0
70486,75.0,1.0,0,5.0,run,0.0,-0.012935344,6,0
70487,70.0,2.0,0,0.0,run,0.0,-0.74159545,5,0
70492,33.0,1.0,0,2.0,run,0.0,-0.3688346,6,0
70495,6.0,1.0,1,1.0,run,0.0,-0.2559196,7,0
